"2";"Écrire dans le ciel";"Transmutation du 2e niveau (rituel)";"1 action";"vue ";"V, G";"(C) 1 heure";"Vous faites apparaître jusqu’à dix mots dans une portion de ciel que vous voyez. Ces lettres qui semblent constituées de la même matière que les nuages restent en place tant que le sort persiste. Elles se dissipent quand le sort prend fin. Un vent fort peut également les disperser et provoquer la fin prématurée du sort.";"Druide"
"2";"Esprit guérisseur";"Invocation du 2e niveau";"1 action bonus";"18 m";"V, G";"(C) 1 minute";"Vous invoquez un esprit de la nature pour choyer les blessés. Cet esprit intangible apparaît dans l’équivalent d’un cube de 1,50 m d’arête que vous voyez à portée. Il se présente sous la forme d’une bête ou d’une fée (à votre convenance) transparente. <br> Tant que le sort persiste, chaque fois que vous ou une créature que vous voyez vous déplacez dans l’espace occupé par l’esprit pour la première fois d’un tour ou y commencez votre tour de jeu, vous pouvez décider que l’esprit fait récupérer 1d6 points de vie à la créature en question (aucune action requise). L’esprit ne peut pas soigner les créatures artificielles ni les morts-vivants. <br> Par une action bonus à votre tour de jeu, vous pouvez déplacer l’esprit jusqu’à 9 m, dans un espace que vous voyez. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement du 3e niveau ou supérieur, les soins augmentent de 1d6 par niveau d’emplacement au-dessus du 2e.";"Druide"
"2";"Immobiliser un humanoïde";"Enchantement du 2e niveau";"1 action";"18 m";"V, G, M ";"(C) 1 minute";"(un petit morceau de fer droit) Choisissez un humanoïde que vous voyez à portée. La cible doit réussir un JS Sagesse sous peine d’être paralysée pour toute la durée du sort. À la fin de chacun de ses tours de jeu, la cible a droit à un nouveau JS Sagesse. En cas de réussite, le sort prend fin la concernant. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 3e niveau ou supérieur, vous pouvez cibler un humanoïde supplémentaire par niveau d’emplacement au-dessus du 2e. Les humanoïdes doivent se situer dans un rayon de 9 m les uns des autres quand vous les ciblez.";"Druide"
"2";"Lame de feu";"Évocation du 2e niveau";"1 action bonus";"personnelle";"V, G, M ";"(C) 10 minutes";"(une feuille de sumac) Une lame embrasée apparaît dans votre main libre et persiste pour toute la durée du sort. Sa taille et sa forme se rapprochent de celles d’un cimeterre. Si vous la lâchez, elle disparaît, mais vous pouvez l’évoquer à nouveau par une action bonus. <br> Vous pouvez effectuer une attaque de sort au corps à corps avec cette arme au prix d’une action. En cas de réussite, la cible subit 3d6 dégâts de feu. <br> La lame enflammée produit une lumière vive dans un rayon de 3 m et une lumière faible sur 3 m de plus. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 4e niveau ou supérieur, les dégâts augmentent de 1d6 par tranche de deux niveaux d’emplacement au-dessus du 2e.";"Druide"
"2";"Localiser des animaux ou des plantes";"Divination du 2e niveau (rituel)";"1 action";"personnelle";"V, G, M ";"instantanée";"(un peu de fourrure de limier) Décrivez ou nommez un genre précis de bête ou de plante. À l’écoute de la voix de la nature, vous découvrez la direction dans laquelle se trouve la cible la plus proche de ce genre dans un rayon de 7,5 kilomètres, le cas échéant, et la distance qui vous en sépare.";"Druide"
"2";"Localiser un objet";"Divination du 2e niveau";"1 action";"personnelle";"V, G, M ";"(C) 10 minutes";"(une brindille fourchue) Décrivez ou nommez un objet qui vous est familier. Vous découvrez la direction dans laquelle se trouve la cible, tant qu’elle se situe dans un rayon de 300 m de vous. Si elle se déplace, vous savez dans quelle direction elle progresse. <br> Ce sort permet de localiser un objet précis que vous connaissez, sous réserve que vous l’ayez déjà vu de près (dans un rayon de 9 m) au moins une fois. Ce sort permet aussi de localiser l’objet le plus proche d’un genre spécifique, comme un type d’habit, de bijou, de meuble, d’outil ou d’arme. <br> Ce sort ne permet pas de localiser un objet si une épaisseur de plomb, aussi fine soit-elle, coupe le chemin le plus direct qui vous en sépare.";"Druide"
"2";"Messager animal";"Enchantement du 2e niveau (rituel)";"1 action";"9 m";"V, G, M ";"24 heures";"(un peu de nourriture) Grâce à ce sort, vous vous servez d’un animal pour transmettre un message. Choisissez une bête de taille TP – comme un écureuil, un geai bleu ou une chauve-souris – que vous voyez et située à portée. Puis vous lui précisez un lieu, dans lequel vous vous êtes déjà rendu, et la description générale du destinataire, comme « un homme ou une femme vêtus de l’uniforme du guet » ou « un nain aux cheveux roux portant un chapeau pointu. » Le message ne doit pas compter plus de vingt-cinq mots. La bête ciblée prend la direction du lieu qui lui a été indiqué pour toute la durée du sort, en parcourant 75 kilomètres environ en 24 heures pour un messager volant, la moitié de cette distance pour les autres animaux. <br> À son arrivée, la bête transmet votre message à la créature que vous lui avez décrite, en reproduisant jusqu’au son de votre voix. Le messager ne s’adresse qu’à une créature dont la description correspond à celle que vous lui avez donnée. S’il n’atteint pas sa destination avant la fin du sort, le message est perdu et la bête fait demi-tour pour regagner l’endroit où vous avez jeté ce sort. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 3e niveau ou supérieur, la durée du sort augmente de 48 heures par niveau d’emplacement au-dessus du 2e.";"Druide"
"2";"Passage sans trace";"Abjuration du 2e niveau";"1 action";"personnelle";"V, G, M ";"(C) 1 heure";"(les cendres d’une feuille de gui et une brindille d’épicéa) Une voile d’ombre et de silence se dégage de vous, vous protégeant vous et vos compagnons de toute détection. Pour toute la durée du sort, chaque créature que vous choisissez dans un rayon de 9 m de vous (vous y compris) bénéficie d’un bonus de +10 aux tests de Dextérité (Discrétion) et ne peut être pistée que par des moyens magiques. Une créature qui bénéficie de ce bonus ne laisse aucune trace derrière elle.";"Druide"
"2";"Peau d’écorce";"Transmutation du 2e niveau";"1 action";"contact";"V, G, M ";"(C) 1 heure";"(un peu d’écorce de chêne) Vous touchez une créature consentante. Tant que le sort persiste, la peau de la cible prend l’apparence d’une écorce dure, et sa CA ne peut pas être inférieure à 16, quel que soit le type d’armure qu’elle porte.";"Druide"
"2";"Protection contre le poison";"Abjuration du 2e niveau";"1 action";"contact";"V, G";"1 heure";"Vous touchez une créature. Si elle est empoisonnée, vous neutralisez le poison. Si plusieurs poisons l’affectent, vous en neutralisez un que vous savez présent, ou un au hasard. <br> Pour toute la durée du sort, la cible bénéficie d’un avantage aux jets de sauvegarde contre l’état préjudiciable empoisonné et d’une résistance aux dégâts de poison.";"Druide"
"2";"Rayon de lune";"Évocation du 2e niveau";"1 action";"36 m";"V, G, M ";"(C) 1 minute";"(plusieurs graines de plante vénéneuse  et un morceau de feldspath opalescent) Un rayon de lumière pâle argentée s’abat du ciel sous la forme d’un cylindre de 1,50 m de rayon et de 12 m de haut centré sur un point à portée. Tant que le sort persiste, une lumière faible emplit ce cylindre. <br> Quand une créature entre dans la zone pour la première fois d’un tour de jeu ou y commence son tour de jeu, elle est baignée de flammes fantomatiques qui lui infligent une douleur insupportable. Elle doit effectuer un JS Constitution et subit 2d10 dégâts radiants en cas d’échec, la moitié en cas de réussite. <br> Les métamorphes subissent un désavantage à ce jet. En outre, en cas d’échec, ils retrouvent instantanément leur forme d’origine et ne peuvent pas en adopter de nouvelle tant qu’ils n’ont pas quitté la lumière du sort. <br> À chacun de vos tours de jeu après avoir lancé ce sort, vous pouvez déplacer le rayon jusqu’à 18 m dans la direction de votre choix au prix d’une action. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 3e niveau ou supérieur, les dégâts augmentent de 1d10 par niveau d’emplacement au-dessus du 2e.";"Druide"
"2";"Restauration inférieure";"Abjuration du 2e niveau";"1 action";"contact";"V, G";"instantanée";"Vous touchez une créature et mettez fin à une maladie ou un état préjudiciable l’affectant. L’état préjudiciable en question peut être assourdi, aveuglé, empoisonné ou paralysé.";"Druide"
"2";"Sens animal";"Divination du 2e niveau (rituel)";"1 action";"contact";"G";"(C) 1 heure";"Vous touchez une bête consentante. Jusqu’à la fin du sort, vous pouvez au prix de votre action percevoir par la vue et l’ouïe de la créature de manière continue jusqu’à ce que vous retrouviez vos propres sens, au prix d’une autre action. <br> Tant que vous voyez et entendez par l’intermédiaire de la bête, vous bénéficiez de ses éventuels sens spéciaux, mais êtes considéré comme aveuglé et assourdi de votre propre point de vue.";"Druide"
"2";"Sphère de feu";"Invocation du 2e niveau";"1 action";"18 m";"V, G, M ";"(C) 1 minute";"(un peu de suif, une pincée de soufre et de la poudre de fer) Une sphère de feu de 1,50 m de diamètre apparaît dans un espace inoccupé de votre choix à portée et persiste pour toute la durée du sort. Toute créature qui termine son tour de jeu dans un rayon de 1,50 m de la sphère doit effectuer un JS Dextérité et subit 2d6 dégâts de feu en cas d’échec, la moitié en cas de réussite. <br> Par une action bonus, vous pouvez déplacer la sphère jusqu’à 9 m. Si elle percute une créature, cette dernière doit effectuer le jet de sauvegarde contre les dégâts, et la sphère s’arrête pour ce tour. <br> La sphère peut franchir des obstacles hauts de 1,50 m et des fosses larges de 3 m. Elle embrase les objets inflammables qui ne sont pas portés. En outre, elle produit une lumière vive dans un rayon de 6 m et une lumière faible sur 6 m de plus. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 3e niveau ou supérieur, les dégâts augmentent de 1d6 par niveau d’emplacement au-dessus du 2e.";"Druide"
"2";"Tourbillon de poussière";"Invocation du 2e niveau";"1 action";"18 m";"V, G, M ";"(C) 1 minute";"(une pincée de poussière) Choisissez un cube d’air inoccupé de 1,50 m d’arête que vous voyez à portée. Une force élémentaire ressemblant à un diable de poussière apparaît dans le cube et reste présente tant que le sort persiste. <br> Toute créature qui termine son tour de jeu dans un rayon de 1,50 m du diable poussiéreux doit effectuer un JS Force. En cas d’échec, la créature subit 1d8 dégâts contondants et le choc l’éloigne de 3 m du diable de poussière. En cas de réussite, elle ne subit que la moitié de ces dégâts et n’est pas poussée. <br> Par une action bonus, vous pouvez déplacer le diable de poussière d’une distance maximale de 9 m dans la direction de votre choix. S’il traverse une zone de sable, de poussière, de terre meuble ou de graviers, il aspire une partie de la matière pour former un nuage granuleux de 3 m de rayon qui l’accompagne jusqu’au début de votre tour de jeu suivant. Le nuage voile grandement la zone correspondante. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement du 3e niveau ou supérieur, les dégâts augmentent de 1d8 par niveau d’emplacement au-dessus du 2e.";"Druide"
"2";"Trouver les pièges";"Divination du 2e niveau";"1 action";"36 m";"V, G";"instantanée";"Vous détectez la présence des pièges situés à portée et dans votre ligne de mire. Au regard de ce sort, un piège inclut tout ce qui peut déclencher un effet soudain ou inattendu que vous considérez comme néfaste ou indésirable, et expressément conçu comme tel par son créateur. Cette divination permettra donc de détecter une zone affectée par une <i>alarme</i>, un <i>glyphe de garde</i> ou un piège mécanique, mais ne révélera pas un sol fragile, un plafond instable ou des sables mouvants . <br> Ce sort signale simplement la présence d’un piège. Vous ne découvrez pas la position de chaque piège, mais êtes conscient de la nature du danger que le piège détecté représente.";"Druide"
"2";"Vent protecteur";"Évocation du 2e niveau";"1 action";"personnelle";"V";"(C) 10 minutes";"Un vent fort (30 km/h) souffle autour de vous dans un rayon de 3 m. Il se déplace avec vous tant que le sort persiste et reste centré sur vous. <br> La barrière de vent produit les effets suivants :<br> • Elle vous assourdit, ainsi que toutes les créatures de la zone.<br> • Elle éteint toutes les flammes non protégées de la zone, de la taille de celle d’une torche ou inférieure.<br> • Elle évacue les vapeurs, gaz et brumes qu’un vent fort peut disperser.<br> • La zone constitue un terrain difficile pour les créatures autres que vous.<br> • Quand une attaque d’arme à distance traverse la barrière dans un sens ou l’autre, le jet d’attaque correspondant subit un désavantage.";"Druide"
"2";"Vision dans le noir";"Transmutation du 2e niveau";"1 action";"contact";"V, G, M ";"8 heures";"(une pincée de poudre de carotte séchée ou une agate) Vous touchez une créature consentante et lui conférez la faculté de voir dans l’obscurité. La créature gagne la vision dans le noir sur 18 m pour toute la durée du sort.";"Druide"
"3";"Appel de la foudre";"Invocation du 3e niveau";"1 action";"36 m";"V, G";"(C) 10 minutes";"Un nuage d’orage apparaît. Il a la forme d’un cylindre de 3 m de haut et de 18 m de rayon centré sur un point que vous voyez situé à 30 m juste au-dessus de vous. Le sort échoue si vous n’êtes pas en mesure de voir un point où le nuage pourrait se matérialiser (par exemple, si vous êtes dans une pièce trop petite pour l’accueillir). <br> Au moment de l’incantation, choisissez un point que vous voyez à portée. Un éclair s’abat du nuage vers ce point. Toute créature située dans un rayon de 1,50 m de ce point doit alors effectuer un JS Dextérité et subit 3d10 dégâts de foudre en cas d’échec, la moitié en cas de réussite. Tant que le sort persiste, vous pouvez, au prix d’une action à chacun de vos tours de jeu, jeter un nouvel éclair en ciblant le même point ou un autre. <br> Si vous êtes dehors et par temps orageux au moment de l’incantation, le sort vous permet de contrôler l’orage plutôt que d’en créer un nouveau. Par ce temps, les dégâts du sort augmentent de 1d10. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 4e niveau ou supérieur, les dégâts augmentent de 1d10 par niveau d’emplacement au-dessus du 3e.";"Druide"
"3";"Communication avec les plantes";"Transmutation du 3e niveau";"1 action";"personnelle (rayon de 9 m)";"V, G";"10 minutes";"Vous offrez un semblant de conscience et des capacités de mobilité limitées aux végétaux situés dans un rayon de 9 m de vous, ce qui leur donne le pouvoir de communiquer avec vous et de suivre vos ordres les plus simples. Vous pouvez leur poser des questions au sujet d’événements qui se sont déroulés dans la zone au cours de la journée écoulée pour collecter des informations sur les créatures qui y sont passées, le temps qu’il y a fait et autres détails. <br> Vous pouvez aussi transformer un terrain rendu difficile par la présence de végétaux (comme des fourrés ou des broussailles) en terrain ordinaire pour toute la durée du sort. À l’inverse, vous pouvez transformer un terrain ordinaire occupé par des plantes en terrain difficile qui persiste pour toute la durée du sort (par exemple, les lianes et branches gênent vos poursuivants). <br> À la discrétion du MD, la flore pourra vous rendre d’autres services. Ce sort ne permet pas aux végétaux de se déraciner et de se déplacer, mais ils peuvent agiter leurs branches, vrilles et tiges. <br> Si une créature de type plante se trouve dans la zone, vous pouvez communiquer avec elle comme si vous parliez la même langue, mais rien ne vous permet de l’influencer. <br> Ce sort peut obliger des végétaux créés par le sort <i>enchevêtrement</i> à libérer une créature entravée.";"Druide"
"3";"Croissance végétale";"Transmutation du 3e niveau";"1 action ou 8 heures";"45 m";"V, G";"instantanée";"Ce sort confère un regain de vitalité à la flore d’une zone spécifique. Il existe deux versions de ce sort, la première instantanée et l’autre à long terme. <br> Si vous lancez ce sort au prix d’une action, choisissez un point à portée. Toutes les plantes normales situées dans un rayon de 30 m centré sur ce point poussent à outrance. Une créature qui se déplace dans la zone doit, en termes de quota de déplacement, dépenser le quadruple de toute distance parcourue. <br> Vous pouvez choisir de ne pas affecter une ou plusieurs zones (de quelque taille que ce soit) de la zone du sort. <br> Si vous jetez ce sort en 8 heures, vous fertilisez le sol. Toutes les plantes situées dans un rayon de 750 m centré sur un point à portée sont fertilisées pendant 1 an. Leur productivité est doublée au moment de la récolte.";"Druide"
"3";"Dissipation de la magie";"Abjuration du 3e niveau";"1 action";"36 m";"V, G";"instantanée";"Choisissez une créature, un objet ou un effet magique à portée. Tout sort du 3e niveau ou inférieur affectant la cible prend fin. Pour chaque sort du 4e niveau ou supérieur affectant la cible, effectuez un test de caractéristique d'incantation. Le DD est égal à 10 + le niveau du sort. En cas de réussite, le sort prend fin. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 4e niveau ou supérieur, vous mettez automatiquement fin aux effets d’un sort  affectant la cible s’il est d’un niveau inférieur ou égal au niveau de l’emplacement de sort que vous avez utilisé.";"Druide"
"3";"Éruption de terre";"Transmutation du 3e niveau";"1 action";"36 m";"V, G, M ";"instantanée";"(un morceau d’obsidienne) Choisissez un point que vous voyez au sol à portée. Un geyser de terre et de pierre jaillit en remplissant un cube de 6 m d’arête centré sur ce point. Chaque créature prise dans la zone doit effectuer un JS Dextérité et subit 3d12 dégâts contondants en cas d’échec, la moitié en cas de réussite. Par ailleurs, le sol de la zone constitue un terrain difficile jusqu’à ce qu’elle soit déblayée, chaque portion de 1,50 m demandant normalement 1 minute de travail pour ce faire. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement du 4e niveau ou supérieur, les dégâts augmentent de 1d12 par niveau d’emplacement au-dessus du 3e.";"Druide"
"3";"Feindre la mort";"Nécromancie du 3e niveau (rituel)";"1 action";"contact";"V, G, M ";"1 heure";"(une pincée de terre de cimetière) Vous touchez une créature, qui se retrouve alors en catalepsie, au point qu’elle passe pour morte. <br> Jusqu’à la fin du sort ou jusqu’à ce que vous touchiez la cible pour le révoquer au prix d’une action, la créature paraît morte aux yeux de tous (même si la magie est employée pour l’inspecter). La cible est elle-même aveuglée et neutralisée, et sa VD tombe à 0. Elle bénéficie d’une résistance à tous les dégâts, à l’exception des dégâts psychiques. Si elle est malade ou empoisonnée à l’incantation du sort ou qu’elle tombe malade ou empoisonnée pendant que le sort est actif, les maladies et poisons en question restent sans effet jusqu’à la fin du sort.";"Druide"
"3";"Flèches enflammées";"Transmutation du 3e niveau";"1 action";"contact";"V, G";"(C) 1 heure";"Vous touchez un carquois contenant des flèches ou des carreaux. Chaque fois qu’une cible est touchée par une attaque à distance effectuée avec l’un des projectiles du carquois en question, elle subit 1d6 dégâts de feu supplémentaires. Chaque projectile perd cette propriété magique dès qu’il touche ou rate sa cible et le sort prend fin quand douze projectiles ont été extraits du carquois. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement du 4e niveau ou supérieur, le nombre de projectiles que ce sort peut affecter augmente de deux par niveau d’emplacement au-dessus du 3e.";"Druide"
"3";"Fusion dans la pierre";"Transmutation du 3e niveau (rituel)";"1 action";"contact";"V, G";"8 heures";"Vous entrez dans un objet ou une surface de pierre assez importants pour abriter votre corps, et fusionnez en compagnie de l’équipement que vous transportez avec la roche pour toute la durée du sort. Vous entrez dans la pierre au prix de votre déplacement en un point que vous pouvez toucher. Vous ne laissez derrière vous aucune trace détectable par des moyens non magiques. <br> Tant que vous ne faites qu’un avec la roche, vous ne voyez pas ce qui se passe à l’extérieur, et tous les tests de Sagesse (Perception) que vous effectuez pour entendre des sons au-dehors subissent un désavantage. Vous restez conscient du temps qui passe et pouvez lancer des sorts sur votre personne. Vous pouvez quitter la roche, là où vous y êtes entrés, au prix de votre déplacement, ce qui met fin au sort. Sans cela, tout déplacement est impossible. <br> Les dégâts physiques mineurs infligés à la roche ne vous affectent pas, mais sa destruction partielle ou un changement de forme tel que vous n’y rentreriez plus vous en expulse en vous infligeant 6d6 dégâts contondants. La destruction complète de la pierre (ou sa transformation en un autre matériau) vous expulse en vous infligeant 50 dégâts contondants. En cas d’expulsion, vous vous retrouvez à terre dans l’espace inoccupé le plus proche de l’endroit par lequel vous êtes entré.";"Druide"
"3";"Invoquer des animaux";"Invocation du 3e niveau";"1 action";"18 m";"V, G";"(C) 1 heure";"Vous invoquez des esprits féeriques qui prennent la forme de bêtes et apparaissent dans des espaces inoccupés que vous voyez à portée. Choisissez une des options suivantes pour déterminer ce qui apparaît : <br> • Une bête d’un facteur de puissance de 2 ou moins <br> • Deux bêtes d’un facteur de puissance de 1 ou moins <br> • Quatre bêtes d’un facteur de puissance de ½ ou moins <br> • Huit bêtes d’un facteur de puissance de ¼ ou moins <br> Chaque bête est aussi considérée comme une fée et disparaît quand elle tombe à 0 point de vie ou quand le sort prend fin. <br> Les créatures invoquées sont amicales envers vous et vos compagnons. Déterminez l’initiative pour les créatures invoquées, qui forment un groupe avec ses propres tours de jeu. Elles obéissent aux ordres verbaux que vous leur donnez (sans que cela ne vous coûte d’action). Si vous ne leur en donnez pas, elles n’entreprennent pas d’actions, mais se défendent contre les créatures hostiles. <br> Le MD dispose du profil des créatures. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant certains emplacements de sort de niveau supérieur, choisissez une des options ci-dessus et le nombre de créatures qui apparaissent augmente : le double avec un emplacement du 5e niveau, le triple avec un emplacement du 7e niveau, et le quadruple avec un emplacement du 9e niveau.";"Druide"
"3";"Lumière du jour";"Évocation du 3e niveau";"1 action";"18 m";"V, G";"1 heure";"Une sphère de lumière de 18 m de rayon apparaît autour du point à portée que vous avez choisi. Cette sphère produit une lumière vive dans son rayon, et une lumière faible sur 18 m de plus. <br> Si le point que vous avez choisi est sur un objet que vous tenez ou qui n’est pas porté, la lumière s’en dégage et se déplace avec lui. Si la source de lumière est recouverte par un objet opaque, comme un bol ou un casque, les effets sont bloqués. <br> Si une partie de la zone de ce sort chevauche une zone de ténèbres créée par un sort du 3e niveau ou inférieur, celui-ci  est dissipé.";"Druide"
"3";"Marche sur l’eau";"Transmutation du 3e niveau (rituel)";"1 action";"9 m";"V, G, M ";"1 heure";"(un morceau de liège) Ce sort permet de marcher sur n’importe quel liquide – eau, acide, boue, neige, sables mouvants ou lave – avec autant de facilité que sur la terre ferme (si les bénéficiaires marchent sur de la lave, ils s’exposent tout de même aux dégâts entraînés par la chaleur). Jusqu’à dix créatures consentantes que vous voyez à portée gagnent cette faculté pour toute la durée. <br> Si vous ciblez une créature immergée, le sort la ramène à la surface au rythme de 18 m par round.";"Druide"
"3";"Mur d’eau";"Évocation du 3e niveau";"1 action";"18 m";"V, G, M ";"(C) 10 minutes";"(une goutte d’eau) Vous créez un mur d’eau érigé depuis le sol en un point que vous voyez à portée. Il peut avoir les dimensions suivantes : jusqu’à 9 m de long, jusqu’à 3 m de haut et jusqu’à 30 cm d’épaisseur. Une autre possibilité consiste à ériger un mur circulaire atteignant jusqu’à 6 m de diamètre, 6 m de haut et 30 cm d’épaisseur. Le mur disparaît à la fin du sort. L’espace occupé par le mur constitue un terrain difficile. <br> Tout jet d’attaque d’arme à distance pénétrant dans l’espace du mur subit un désavantage, tandis que les dégâts de feu sont réduits de moitié si l’effet correspondant doit traverser le mur d’eau pour atteindre sa cible. Les sorts qui infligent des dégâts de froid et traversent le mur transforment la zone traversée en glace suspendue (au minimum une section carrée de 1,50 m de côté). Chaque section de 1,50 m de côté ainsi gelée dispose d’une CA de 5 et de 15 points de vie. Elle est détruite lorsqu’elle tombe à 0 point de vie et les eaux du mur ne viennent pas la combler.";"Druide"
"3";"Mur de vent";"Évocation du 3e niveau";"1 action";"36 m";"V, G, M ";"(C) 1 minute";"(un minuscule éventail et une plume d’oiseau exotique) Un vent fort s’élève du sol depuis un point que vous choisissez à portée. Le mur peut faire jusqu’à 15 m de long, 4,50 m de haut et 30 centimètres d’épaisseur. Vous pouvez lui donner la forme de votre choix, mais il suit un chemin continu en contact avec le sol et persiste pour toute la durée du sort. <br> Au moment où le mur apparaît, toute créature prise dans sa zone doit effectuer un JS Force et subit 3d8 dégâts contondants en cas d’échec, la moitié en cas de réussite. <br> Le vent fort chasse brouillard, fumée et autres gaz. Les créatures et objets volants de taille P ou inférieure sont incapables de le traverser. Les matériaux légers et non fixés pris dans le mur s’envolent. Quant aux flèches, carreaux et autres projectiles ordinaires tirés ou lancés sur des cibles situées derrière le mur, ils sont déviés et ratent automatiquement. Toutefois, les rochers jetés par des géants et autres projectiles d’engins de siège ne sont pas affectés. Enfin, les créatures en état gazeux sont incapables de le franchir.";"Druide"
"3";"Protection contre l’énergie";"Abjuration du 3e niveau";"1 action";"contact";"V, G";"(C) 1 heure";"Pour toute la durée du sort, la créature consentante que vous touchez bénéficie d’une résistance à un type de dégâts de votre choix : acide, feu, foudre, froid ou tonnerre.";"Druide"
"3";"Raz-de-marée";"Invocation du 3e niveau";"1 action";"36 m";"V, G, M ";"instantanée";"(une goutte d’eau) Vous invoquez une grosse vague d’eau qui déferle sur une zone à portée. La zone en question peut avoir les dimensions suivantes : jusqu’à 9 m de long, jusqu’à 3 m de large et jusqu’à 3 m de haut. Chaque créature prise dans la zone doit effectuer un JS Dextérité. En cas d’échec, elle subit 4d8 dégâts contondants et se retrouve à terre. En cas de réussite, elle ne subit que la moitié de ces dégâts et n’est pas projetée à terre. L’eau se répand ensuite horizontalement dans toutes les directions / elle éteint toutes les flammes non protégées de la zone et dans un rayon de 9 m au-delà, puis disparaît.";"Druide"
"3";"Respiration aquatique";"Transmutation du 3e niveau (rituel)";"1 action";"9 m";"V, G, M ";"24 heures";"(un petit roseau ou un brin de paille) Cette transmutation offre à un maximum de dix créatures consentantes que vous voyez à portée la faculté de respirer sous l’eau jusqu’à la fin du sort. Les créatures affectées conservent leur mode de respiration habituel.";"Druide"
"3";"Tempête de neige";"Invocation du 3e niveau";"1 action";"45 m";"V, G, M ";"(C) 1 minute";"(une pincée de poussière et quelques gouttes d’eau) Tant que le sort persiste, une averse de neige fondue s’abat dans un cylindre de 6 m de haut et de 12 m de rayon centré sur un point que vous choisissez à portée. La zone est grandement voilée et les flammes exposées y sont éteintes. <br> Le sol de la zone se couvre d’une couche de glace, ce qui en fait un terrain difficile. Quand une créature entre dans la zone du sort pour la première fois d’un tour de jeu ou y commence son tour de jeu, elle doit effectuer un JS Dextérité. En cas d’échec, elle se retrouve à terre. <br> Une créature qui se concentre dans la zone du sort doit réussir un JS Constitution assorti de votre DD de sauvegarde des sorts sous peine de perdre sa concentration.";"Druide"
"4";"Charme-monstre";"Enchantement du 4e niveau";"1 action";"9 m";"V, G";"1 heure";"Vous tentez de charmer une créature que vous voyez à portée. La cible doit effectuer un JS Sagesse et bénéficie pour cela d’un avantage si vous ou vos compagnons la combattez. En cas d’échec, elle est charmée par vos soins tant que le sort persiste ou jusqu’à ce vous ou vos compagnons lui nuisiez. La créature charmée vous voit comme un ami. Quand le sort prend fin, la créature sait que vous l’avez charmée. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 5e niveau ou supérieur, vous pouvez cibler une créature supplémentaire par niveau d’emplacement au-dessus du 4e. Les créatures doivent se situer dans un rayon de 9 m les unes des autres quand vous les ciblez.";"Druide"
"4";"Confusion";"Enchantement du 4e niveau";"1 action";"27 m";"V, G, M ";"(C) 1 minute";"(trois coquilles de noix)Ce sort s’en prend à l’esprit de créatures, provoquant délires et réactions incontrôlables. Chaque créature prise dans une sphère de 3 m de rayon centrée sur un point que vous choisissez à portée doit réussir un JS Sagesse au moment de l’incantation sous peine d’être affectée.<br> Une cible affectée ne peut pas jouer de réactions et doit lancer un d10 au début de chacun de ses tours de jeu pour déterminer son comportement à ce tour.<br> <b>1 :</b> La créature consacre tout son mouvement à se déplacer dans une direction au hasard. Pour la déterminer, lancez un d8 en associant une direction à chaque face. La créature n’entreprend pas d’action à ce tour.<br> <b>2–6 :</b> La créature ne se déplace pas et n’entreprend pas d’action à ce tour.<br> <b>7–8 :</b> Au prix d’une action, la créature effectue une attaque de corps à corps contre une créature déterminée au hasard située à portée d’allonge. S’il n’y en a pas, elle ne fait rien à ce tour.<br> <b>9–10 :</b> La créature peut agir et se déplacer normalement.<br> À la fin de chacun de ses tours de jeu, une cible affectée peut effectuer un JS Sagesse. En cas de réussite, l’effet prend fin pour ce qui la concerne.<br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 5e niveau ou supérieur, le rayon de la sphère augmente de 1,50 m par niveau d’emplacement au-dessus du 4e.";"Druide"
